node,quantity,mc,model,unit,verdict,note,model_sha,n_atoms,seed,written,status
w40.0_m1.00_r0.940_T130_P25,depletion_fwhm_rel_4192,0.003076,,,PASS,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:37:49,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P25,depletion_fwhm_rel_4154,0.00407518,,,PASS,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:37:49,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P25,depletion_fwhm_rel_4121,0.00431574,,,PASS,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:37:49,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P25,shares_shift_abs,3.61736e-05,,,PASS,the largest move of a line's share from the thermal law to the depleted one: the physical shift,246d8f5462db44d2,100000,0,2026-09-18T19:37:49,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P25,cycles_on_axis,0.00423273,,,PASS,excitation cycles on the central chord at the mean transverse speed,246d8f5462db44d2,100000,0,2026-09-18T19:37:49,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P25,cycles_mean_over_chords,0.000625638,,,PASS,the flux-weighted mean over every chord,246d8f5462db44d2,100000,0,2026-09-18T19:37:49,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,transit_fwhm_rel,1.43838,1.44513,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,transit_shape_rel,1.00053,1,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,ramp_k2_rel,0.049152,0.0498384,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,ramp_k3_rel,-0.00307981,-0.00303968,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,amplitude_power_law_abs,1.68217,1.61943,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,shares_abs,0.00183954,0,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,depleted_line_abs,0.00198295,0,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,depletion_widening_rel_4207,0.0131892,,,FAIL,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,depletion_widening_rel_4192,0.0145093,,,FAIL,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,depletion_widening_rel_4154,0.0195852,,,FAIL,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,depletion_widening_rel_4121,0.0208077,,,FAIL,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,depletion_fwhm_rel_4207,0.0981228,,,FAIL,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,depletion_fwhm_rel_4192,0.105261,,,FAIL,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,depletion_fwhm_rel_4154,0.131136,,,FAIL,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,depletion_fwhm_rel_4121,0.137018,,,FAIL,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,shares_shift_abs,0.00305379,,,FAIL,the largest move of a line's share from the thermal law to the depleted one: the physical shift,246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,cycles_on_axis,0.387907,,,FAIL,excitation cycles on the central chord at the mean transverse speed,246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P270,cycles_mean_over_chords,0.061368,,,FAIL,the flux-weighted mean over every chord,246d8f5462db44d2,100000,0,2026-09-18T19:43:01,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,transit_fwhm_rel,1.44062,1.44513,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,transit_shape_rel,1.0005,1,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,ramp_k2_rel,0.0486853,0.0487161,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,ramp_k3_rel,-0.00377906,-0.00381686,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,amplitude_power_law_abs,1.9678,1.96032,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,shares_abs,0.00016706,0,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,depleted_line_abs,0.001175,0,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,depletion_widening_rel_4207,0.00135609,,,PASS,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,depletion_widening_rel_4192,0.00150333,,,PASS,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,depletion_widening_rel_4154,0.00208734,,,PASS,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,depletion_widening_rel_4121,0.00223218,,,PASS,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,depletion_fwhm_rel_4207,0.0167592,,,PASS,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,depletion_fwhm_rel_4192,0.0182092,,,PASS,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,depletion_fwhm_rel_4154,0.0237096,,,PASS,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,depletion_fwhm_rel_4121,0.0250163,,,PASS,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,shares_shift_abs,0.000314535,,,PASS,the largest move of a line's share from the thermal law to the depleted one: the physical shift,246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,cycles_on_axis,0.0373645,,,PASS,excitation cycles on the central chord at the mean transverse speed,246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P75,cycles_mean_over_chords,0.0055541,,,PASS,the flux-weighted mean over every chord,246d8f5462db44d2,100000,0,2026-09-18T19:28:48,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,transit_fwhm_rel,1.44052,1.44513,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,transit_shape_rel,1.0005,1,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,ramp_k2_rel,0.048704,0.0487649,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,ramp_k3_rel,-0.00375008,-0.00378507,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,amplitude_power_law_abs,1.9542,1.94359,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,shares_abs,0.000240112,0,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,depleted_line_abs,0.00121704,0,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,depletion_widening_rel_4207,0.00192254,,,PASS,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,depletion_widening_rel_4192,0.0021302,,,PASS,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,depletion_widening_rel_4154,0.00295193,,,PASS,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,depletion_widening_rel_4121,0.00315528,,,PASS,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,depletion_fwhm_rel_4207,0.0221957,,,PASS,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,depletion_fwhm_rel_4192,0.0240994,,,PASS,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,depletion_fwhm_rel_4154,0.0312203,,,PASS,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,depletion_fwhm_rel_4121,0.0328969,,,PASS,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,shares_shift_abs,0.000446234,,,PASS,the largest move of a line's share from the thermal law to the depleted one: the physical shift,246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,cycles_on_axis,0.0533016,,,PASS,excitation cycles on the central chord at the mean transverse speed,246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T130_P90,cycles_mean_over_chords,0.00794474,,,PASS,the flux-weighted mean over every chord,246d8f5462db44d2,100000,0,2026-09-18T19:27:30,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,transit_fwhm_rel,1.32763,1.33326,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,transit_shape_rel,1.00052,1,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,ramp_k2_rel,0.0490062,0.049508,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,ramp_k3_rel,-0.00329324,-0.00327889,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,amplitude_power_law_abs,1.75706,1.70606,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,shares_abs,0.00148214,0,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,depleted_line_abs,0.00166225,0,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,depletion_widening_rel_4207,0.0104992,,,FAIL,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,depletion_widening_rel_4192,0.0115657,,,FAIL,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,depletion_widening_rel_4154,0.0156881,,,FAIL,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,depletion_widening_rel_4121,0.0166859,,,FAIL,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,depletion_fwhm_rel_4207,0.083788,,,FAIL,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,depletion_fwhm_rel_4192,0.090039,,,FAIL,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,depletion_fwhm_rel_4154,0.112772,,,FAIL,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,depletion_fwhm_rel_4121,0.117971,,,FAIL,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,shares_shift_abs,0.00247351,,,FAIL,the largest move of a line's share from the thermal law to the depleted one: the physical shift,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,cycles_on_axis,0.312106,,,FAIL,excitation cycles on the central chord at the mean transverse speed,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T70_P225,cycles_mean_over_chords,0.0484823,,,FAIL,the flux-weighted mean over every chord,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,transit_fwhm_rel,1.36578,1.37157,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,transit_shape_rel,1.00052,1,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,ramp_k2_rel,0.0490062,0.049508,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,ramp_k3_rel,-0.00329324,-0.00327889,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,amplitude_power_law_abs,1.75846,1.70787,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,shares_abs,0.00143737,0,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,depleted_line_abs,0.00170036,0,,FAIL,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,depletion_widening_rel_4207,0.0102874,,,FAIL,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,depletion_widening_rel_4192,0.0113339,,,FAIL,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,depletion_widening_rel_4154,0.015381,,,FAIL,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,depletion_widening_rel_4121,0.0163611,,,FAIL,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,depletion_fwhm_rel_4207,0.0821747,,,FAIL,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,depletion_fwhm_rel_4192,0.0883103,,,FAIL,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,depletion_fwhm_rel_4154,0.110688,,,FAIL,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,depletion_fwhm_rel_4121,0.115815,,,FAIL,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,shares_shift_abs,0.00240988,,,FAIL,the largest move of a line's share from the thermal law to the depleted one: the physical shift,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,cycles_on_axis,0.303389,,,FAIL,excitation cycles on the central chord at the mean transverse speed,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w40.0_m1.00_r0.940_T90_P225,cycles_mean_over_chords,0.0471283,,,FAIL,the flux-weighted mean over every chord,246d8f5462db44d2,100000,0,2026-09-18T19:43:20,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,transit_fwhm_rel,1.41246,1.41616,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,transit_shape_rel,1.00042,1,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,ramp_k2_rel,0.04895,0.049074,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,ramp_k3_rel,-0.00397227,-0.00400102,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,amplitude_power_law_abs,1.92069,1.90391,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,shares_abs,0.000417937,0,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,depleted_line_abs,0.00112279,0,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,depletion_widening_rel_4207,0.00335801,,,PASS,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,depletion_widening_rel_4192,0.00371635,,,PASS,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,depletion_widening_rel_4154,0.00512731,,,PASS,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,depletion_widening_rel_4121,0.00547482,,,PASS,"what a transit fit reads from the surviving kernel after the natural Lorentzian, over the bare one: the factor the fit carries",246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,depletion_fwhm_rel_4207,0.0346557,,,PASS,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,depletion_fwhm_rel_4192,0.037519,,,PASS,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,depletion_fwhm_rel_4154,0.0481728,,,PASS,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,depletion_fwhm_rel_4121,0.050657,,,PASS,"the surviving transit kernel's FWHM over the bare collected kernel's, the core-flattening diagnostic",246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,shares_shift_abs,0.000781196,,,PASS,the largest move of a line's share from the thermal law to the depleted one: the physical shift,246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,cycles_on_axis,0.0933517,,,PASS,excitation cycles on the central chord at the mean transverse speed,246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w41.0_m1.00_r0.940_T130_P125,cycles_mean_over_chords,0.0140052,,,PASS,the flux-weighted mean over every chord,246d8f5462db44d2,100000,0,2026-09-18T19:26:00,DIAGNOSTIC
w42.0_m1.00_r0.940_T110_P125,transit_fwhm_rel,1.35056,1.35322,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:26:18,DIAGNOSTIC
w42.0_m1.00_r0.940_T110_P125,transit_shape_rel,1.00035,1,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:26:18,DIAGNOSTIC
w42.0_m1.00_r0.940_T110_P125,ramp_k2_rel,0.0491621,0.0492654,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:26:18,DIAGNOSTIC
w42.0_m1.00_r0.940_T110_P125,ramp_k3_rel,-0.00425461,-0.00428588,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:26:18,DIAGNOSTIC
w42.0_m1.00_r0.940_T110_P125,amplitude_power_law_abs,1.92574,1.91112,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:26:18,DIAGNOSTIC
w42.0_m1.00_r0.940_T110_P125,shares_abs,0.000392606,0,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:26:18,DIAGNOSTIC
w42.0_m1.00_r0.940_T110_P125,depleted_line_abs,0.000928265,0,,PASS,the Monte Carlo against the form the fit uses at this node,246d8f5462db44d2,100000,0,2026-09-18T19:26:18,DIAGNOSTIC
