case,quantity,value,err,unit,basis,note,status
P_4154_225mW_130C,mu7@3,-0.00540134,,MHz^7,"estimator on the archive grid against the direct truncated moment -0.00571433 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.41e-05. the bare model's truncated moment is -0.00420376, so the strip baseline's bias at this window is -0.001198 (-5.38e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu2@5,5.28099,,MHz^2,"estimator on the archive grid against the direct truncated moment 5.28088 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.19e-05. the bare model's truncated moment is 5.31146, so the strip baseline's bias at this window is -0.03047 (-0.574 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu3@5,-0.000659504,,MHz^3,"estimator on the archive grid against the direct truncated moment -0.000664409 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 4.04e-07. the bare model's truncated moment is -0.00030516, so the strip baseline's bias at this window is -0.0003543 (-2.92e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu4@5,65.8239,,MHz^4,"estimator on the archive grid against the direct truncated moment 65.822 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 6.75e-05. the bare model's truncated moment is 66.4149, so the strip baseline's bias at this window is -0.5911 (-0.89 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu5@5,-0.0154597,,MHz^5,"estimator on the archive grid against the direct truncated moment -0.0150794 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 5.93e-06. the bare model's truncated moment is -0.00618307, so the strip baseline's bias at this window is -0.009277 (-0.000145 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu6@5,1069.9,,MHz^6,"estimator on the archive grid against the direct truncated moment 1069.87 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.22e-04. the bare model's truncated moment is 1081.52, so the strip baseline's bias at this window is -11.61 (-1.07 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu7@5,-0.332916,,MHz^7,"estimator on the archive grid against the direct truncated moment -0.317817 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 4.46e-05. the bare model's truncated moment is -0.120613, so the strip baseline's bias at this window is -0.2123 (-0.000627 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu2@8,9.52387,,MHz^2,"estimator on the archive grid against the direct truncated moment 9.52366 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.24e-05. the bare model's truncated moment is 9.68914, so the strip baseline's bias at this window is -0.1653 (-1.71 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu3@8,-0.00596458,,MHz^3,"estimator on the archive grid against the direct truncated moment -0.00596699 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 8.19e-08. the bare model's truncated moment is -0.000699688, so the strip baseline's bias at this window is -0.005265 (-0.000179 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu4@8,267.572,,MHz^4,"estimator on the archive grid against the direct truncated moment 267.565 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 7.83e-05. the bare model's truncated moment is 275.294, so the strip baseline's bias at this window is -7.722 (-2.81 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu5@8,-0.341311,,MHz^5,"estimator on the archive grid against the direct truncated moment -0.339938 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 4.90e-06. the bare model's truncated moment is -0.0284164, so the strip baseline's bias at this window is -0.3129 (-0.00112 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu6@8,10559.8,,MHz^6,"estimator on the archive grid against the direct truncated moment 10559.6 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 3.34e-04. the bare model's truncated moment is 10936.3, so the strip baseline's bias at this window is -376.5 (-3.44 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu7@8,-18.3578,,MHz^7,"estimator on the archive grid against the direct truncated moment -18.2326 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 4.70e-05. the bare model's truncated moment is -1.2309, so the strip baseline's bias at this window is -17.13 (-0.00642 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu2@13,15.7831,,MHz^2,"estimator on the archive grid against the direct truncated moment 15.7827 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.56e-05. the bare model's truncated moment is 16.6378, so the strip baseline's bias at this window is -0.8547 (-5.14 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu3@13,-0.0769309,,MHz^3,"estimator on the archive grid against the direct truncated moment -0.0770194 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.41e-06. the bare model's truncated moment is -0.00105519, so the strip baseline's bias at this window is -0.07588 (-0.00121 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu4@13,1015.11,,MHz^4,"estimator on the archive grid against the direct truncated moment 1015.08 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.31e-04. the bare model's truncated moment is 1114.13, so the strip baseline's bias at this window is -99.02 (-8.89 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu5@13,-11.0343,,MHz^5,"estimator on the archive grid against the direct truncated moment -11.0446 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.04e-05. the bare model's truncated moment is -0.0764892, so the strip baseline's bias at this window is -10.96 (-0.0111 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu6@13,101104,,MHz^6,"estimator on the archive grid against the direct truncated moment 101101 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 9.15e-04. the bare model's truncated moment is 113510, so the strip baseline's bias at this window is -1.241e+04 (-10.9 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu7@13,-1527.61,,MHz^7,"estimator on the archive grid against the direct truncated moment -1529.05 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 9.24e-05. the bare model's truncated moment is -7.05104, so the strip baseline's bias at this window is -1521 (-0.0974 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu2@21,23.4456,,MHz^2,"estimator on the archive grid against the direct truncated moment 23.4445 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 4.64e-05. the bare model's truncated moment is 27.4753, so the strip baseline's bias at this window is -4.03 (-14.7 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu3@21,-0.963279,,MHz^3,"estimator on the archive grid against the direct truncated moment -0.963842 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 4.96e-06. the bare model's truncated moment is -0.00125798, so the strip baseline's bias at this window is -0.962 (-0.00847 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu4@21,3300.62,,MHz^4,"estimator on the archive grid against the direct truncated moment 3300.36 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 4.76e-04. the bare model's truncated moment is 4461.62, so the strip baseline's bias at this window is -1161 (-26 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu5@21,-340.131,,MHz^5,"estimator on the archive grid against the direct truncated moment -340.318 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 7.04e-05. the bare model's truncated moment is -0.148862, so the strip baseline's bias at this window is -340 (-0.128 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_225mW_130C,mu6@21,805226,,MHz^6,"estimator on the archive grid against the direct truncated moment 805145 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 6.30e-03. the bare model's truncated moment is 1.17859e+06, so the strip baseline's bias at this window is -3.734e+05 (-31.7 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz. REFUSED from the vector: unresolved at the archive's sampling",DIAGNOSTIC
P_4154_225mW_130C,mu7@21,-120141,,MHz^7,"estimator on the archive grid against the direct truncated moment -120206 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.05e-03. the bare model's truncated moment is -29.7928, so the strip baseline's bias at this window is -1.201e+05 (-1.93 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz. REFUSED from the vector: unresolved at the archive's sampling",DIAGNOSTIC
P_4154_25mW_130C,mu2@0.5,0.0826184,,MHz^2,"estimator on the archive grid against the direct truncated moment 0.0826198 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.67e-05. the bare model's truncated moment is 0.0826234, so the strip baseline's bias at this window is -5.031e-06 (-0.00609 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu3@0.5,2.1685e-09,,MHz^3,"estimator on the archive grid against the direct truncated moment 3.1208e-06 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.31e-04. the bare model's truncated moment is 3.1279e-06, so the strip baseline's bias at this window is -3.126e-06 (-0.000132 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu4@0.5,0.0123472,,MHz^4,"estimator on the archive grid against the direct truncated moment 0.012348 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.18e-04. the bare model's truncated moment is 0.0123487, so the strip baseline's bias at this window is -1.585e-06 (-0.0128 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu5@0.5,7.39521e-10,,MHz^5,"estimator on the archive grid against the direct truncated moment 3.74945e-07 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.91e-04. the bare model's truncated moment is 3.74311e-07, so the strip baseline's bias at this window is -3.736e-07 (-0.00019 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu6@0.5,0.00220035,,MHz^6,"estimator on the archive grid against the direct truncated moment 0.00220067 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 5.65e-04. the bare model's truncated moment is 0.00220083, so the strip baseline's bias at this window is -4.792e-07 (-0.0218 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu7@0.5,2.01897e-10,,MHz^7,"estimator on the archive grid against the direct truncated moment 2.4079e-08 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.47e-04. the bare model's truncated moment is 2.34398e-08, so the strip baseline's bias at this window is -2.324e-08 (-0.000143 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu2@1,0.32238,,MHz^2,"estimator on the archive grid against the direct truncated moment 0.322378 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 7.79e-06. the bare model's truncated moment is 0.322436, so the strip baseline's bias at this window is -5.544e-05 (-0.0172 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu3@1,1.23631e-08,,MHz^3,"estimator on the archive grid against the direct truncated moment -2.81049e-07 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.60e-06. the bare model's truncated moment is -2.69235e-07, so the strip baseline's bias at this window is +2.816e-07 (+1.54e-06 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu4@1,0.190694,,MHz^4,"estimator on the archive grid against the direct truncated moment 0.190694 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 5.48e-07. the bare model's truncated moment is 0.190744, so the strip baseline's bias at this window is -4.929e-05 (-0.0258 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu5@1,2.73632e-08,,MHz^5,"estimator on the archive grid against the direct truncated moment -1.03286e-06 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.80e-05. the bare model's truncated moment is -1.02848e-06, so the strip baseline's bias at this window is +1.056e-06 (+1.79e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu6@1,0.135146,,MHz^6,"estimator on the archive grid against the direct truncated moment 0.135148 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 7.55e-05. the bare model's truncated moment is 0.135189, so the strip baseline's bias at this window is -4.333e-05 (-0.032 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu7@1,3.87094e-08,,MHz^7,"estimator on the archive grid against the direct truncated moment -1.71083e-06 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 9.20e-05. the bare model's truncated moment is -1.71247e-06, so the strip baseline's bias at this window is +1.751e-06 (+9.21e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu2@2,1.18205,,MHz^2,"estimator on the archive grid against the direct truncated moment 1.18203 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.90e-05. the bare model's truncated moment is 1.18292, so the strip baseline's bias at this window is -0.0008658 (-0.0732 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu3@2,-8.44361e-07,,MHz^3,"estimator on the archive grid against the direct truncated moment 2.26722e-07 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 8.33e-07. the bare model's truncated moment is 4.11567e-07, so the strip baseline's bias at this window is -1.256e-06 (-9.77e-07 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu4@2,2.69678,,MHz^4,"estimator on the archive grid against the direct truncated moment 2.69673 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 3.94e-05. the bare model's truncated moment is 2.69968, so the strip baseline's bias at this window is -0.0029 (-0.107 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu5@2,-2.96915e-06,,MHz^5,"estimator on the archive grid against the direct truncated moment 2.30703e-06 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 3.47e-06. the bare model's truncated moment is 3.11493e-06, so the strip baseline's bias at this window is -6.084e-06 (-4.01e-06 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu6@2,7.49669,,MHz^6,"estimator on the archive grid against the direct truncated moment 7.49657 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 7.34e-05. the bare model's truncated moment is 7.50624, so the strip baseline's bias at this window is -0.009544 (-0.127 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu7@2,-9.21405e-06,,MHz^7,"estimator on the archive grid against the direct truncated moment 1.50427e-05 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.35e-05. the bare model's truncated moment is 1.81264e-05, so the strip baseline's bias at this window is -2.734e-05 (-1.52e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu2@3,2.3655,,MHz^2,"estimator on the archive grid against the direct truncated moment 2.36543 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.80e-05. the bare model's truncated moment is 2.36969, so the strip baseline's bias at this window is -0.004192 (-0.177 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu3@3,-3.27637e-06,,MHz^3,"estimator on the archive grid against the direct truncated moment -2.90143e-07 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 8.21e-07. the bare model's truncated moment is 1.70939e-06, so the strip baseline's bias at this window is -4.986e-06 (-1.37e-06 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu4@3,11.5745,,MHz^4,"estimator on the archive grid against the direct truncated moment 11.5741 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 7.61e-05. the bare model's truncated moment is 11.6051, so the strip baseline's bias at this window is -0.03062 (-0.264 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu5@3,-2.71318e-05,,MHz^5,"estimator on the archive grid against the direct truncated moment 1.29968e-05 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 4.66e-06. the bare model's truncated moment is 3.20672e-05, so the strip baseline's bias at this window is -5.92e-05 (-6.88e-06 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu6@3,70.6248,,MHz^6,"estimator on the archive grid against the direct truncated moment 70.6219 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.19e-04. the bare model's truncated moment is 70.8469, so the strip baseline's bias at this window is -0.222 (-0.313 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu7@3,-0.000209127,,MHz^7,"estimator on the archive grid against the direct truncated moment 0.000282576 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.42e-05. the bare model's truncated moment is 0.000443143, so the strip baseline's bias at this window is -0.0006523 (-3.2e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu2@5,5.05325,,MHz^2,"estimator on the archive grid against the direct truncated moment 5.0531 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.93e-05. the bare model's truncated moment is 5.08209, so the strip baseline's bias at this window is -0.02883 (-0.567 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu3@5,-3.88269e-05,,MHz^3,"estimator on the archive grid against the direct truncated moment -3.80952e-05 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 6.44e-08. the bare model's truncated moment is 3.29183e-07, so the strip baseline's bias at this window is -3.916e-05 (-3.45e-06 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu4@5,61.9364,,MHz^4,"estimator on the archive grid against the direct truncated moment 61.9343 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 8.43e-05. the bare model's truncated moment is 62.4915, so the strip baseline's bias at this window is -0.5551 (-0.888 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu5@5,-0.000878568,,MHz^5,"estimator on the archive grid against the direct truncated moment -0.000941892 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.10e-06. the bare model's truncated moment is 1.63236e-06, so the strip baseline's bias at this window is -0.0008802 (-1.53e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu6@5,999.024,,MHz^6,"estimator on the archive grid against the direct truncated moment 998.987 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.82e-04. the bare model's truncated moment is 1009.88, so the strip baseline's bias at this window is -10.86 (-1.08 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu7@5,-0.0183984,,MHz^7,"estimator on the archive grid against the direct truncated moment -0.0209719 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 8.87e-06. the bare model's truncated moment is -0.000161684, so the strip baseline's bias at this window is -0.01824 (-6.29e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu2@8,8.95275,,MHz^2,"estimator on the archive grid against the direct truncated moment 8.9524 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 3.93e-05. the bare model's truncated moment is 9.10723, so the strip baseline's bias at this window is -0.1545 (-1.7 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu3@8,-0.000560549,,MHz^3,"estimator on the archive grid against the direct truncated moment -0.000559809 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.76e-08. the bare model's truncated moment is 2.75719e-07, so the strip baseline's bias at this window is -0.0005608 (-2.09e-05 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu4@8,246.214,,MHz^4,"estimator on the archive grid against the direct truncated moment 246.201 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.56e-04. the bare model's truncated moment is 253.367, so the strip baseline's bias at this window is -7.153 (-2.82 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu5@8,-0.0326136,,MHz^5,"estimator on the archive grid against the direct truncated moment -0.0328202 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 8.62e-07. the bare model's truncated moment is -4.61015e-05, so the strip baseline's bias at this window is -0.03257 (-0.000136 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu6@8,9639.32,,MHz^6,"estimator on the archive grid against the direct truncated moment 9638.78 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 7.57e-04. the bare model's truncated moment is 9986.57, so the strip baseline's bias at this window is -347.2 (-3.48 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu7@8,-1.76534,,MHz^7,"estimator on the archive grid against the direct truncated moment -1.78569 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 9.48e-06. the bare model's truncated moment is -0.00700272, so the strip baseline's bias at this window is -1.758 (-0.000819 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu2@13,14.6424,,MHz^2,"estimator on the archive grid against the direct truncated moment 14.6414 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 7.02e-05. the bare model's truncated moment is 15.432, so the strip baseline's bias at this window is -0.7896 (-5.12 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu3@13,-0.00797142,,MHz^3,"estimator on the archive grid against the direct truncated moment -0.00797978 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.49e-07. the bare model's truncated moment is 1.02378e-06, so the strip baseline's bias at this window is -0.007972 (-0.000142 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu4@13,922.475,,MHz^4,"estimator on the archive grid against the direct truncated moment 922.374 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 4.72e-04. the bare model's truncated moment is 1013.2, so the strip baseline's bias at this window is -90.73 (-8.95 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu5@13,-1.13868,,MHz^5,"estimator on the archive grid against the direct truncated moment -1.14036 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 2.05e-06. the bare model's truncated moment is 0.000253899, so the strip baseline's bias at this window is -1.139 (-0.00139 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
P_4154_25mW_130C,mu6@13,91406.2,,MHz^6,"estimator on the archive grid against the direct truncated moment 91394.2 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 3.85e-03. the bare model's truncated moment is 102737, so the strip baseline's bias at this window is -1.133e+04 (-11 per cent)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz. REFUSED from the vector: unresolved at the archive's sampling",DIAGNOSTIC
P_4154_25mW_130C,mu7@13,-157.281,,MHz^7,"estimator on the archive grid against the direct truncated moment -157.519 of the same de-baselined line on a 10x finer grid, both self-centred, scaled error 1.98e-05. the bare model's truncated moment is 0.0673328, so the strip baseline's bias at this window is -157.3 (-0.0131 in units of k2^(n/2), the odd orders of a symmetric line being zero)","noiseless, truth 42.38 um at the prior means, mixed form, strips (28.0, 36.0) MHz",DIAGNOSTIC
