quantity,key,value,err,unit,status
gamma_coll,4192_110C_m1.0,0.11653,0.05248,"mult 1.0, realised half-width 18.3 MHz, chi2_red 0.907",DIAGNOSTIC
gamma_coll,4192_110C_m1.15,0.12143,0.04815,"mult 1.15, realised half-width 21.0 MHz, chi2_red 0.907",DIAGNOSTIC
gamma_coll,4192_110C_m1.3,0.12020,0.04523,"mult 1.3, realised half-width 23.8 MHz, chi2_red 0.902",DIAGNOSTIC
gamma_drift_sigma,4192_110C,-0.01,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4192_70C_m0.5,0.00000,0.30367,"mult 0.5, realised half-width 8.7 MHz, BELOW THE COMMITTED MIN FLOOR BY DESIGN (wing-clipping diagnostic), chi2_red 0.862",DIAGNOSTIC
gamma_coll,4192_70C_m0.7,0.00000,0.19166,"mult 0.7, realised half-width 12.1 MHz, chi2_red 0.847",DIAGNOSTIC
gamma_coll,4192_70C_m0.85,0.00000,0.15841,"mult 0.85, realised half-width 14.7 MHz, chi2_red 0.849",DIAGNOSTIC
gamma_coll,4192_70C_m1.0,0.00000,0.13984,"mult 1.0, realised half-width 17.3 MHz, chi2_red 0.846",DIAGNOSTIC
gamma_coll,4192_70C_m1.15,0.00000,0.12810,"mult 1.15, realised half-width 19.9 MHz, chi2_red 0.852",DIAGNOSTIC
gamma_coll,4192_70C_m1.3,0.00000,0.12006,"mult 1.3, realised half-width 22.6 MHz, chi2_red 0.859",DIAGNOSTIC
gamma_drift_sigma,4192_70C,-0.00,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4192_90C_m0.5,0.05676,0.17576,"mult 0.5, realised half-width 9.2 MHz, chi2_red 0.845",DIAGNOSTIC
gamma_coll,4192_90C_m0.7,0.12093,0.10800,"mult 0.7, realised half-width 12.8 MHz, chi2_red 0.819",DIAGNOSTIC
gamma_coll,4192_90C_m0.85,0.12815,0.08850,"mult 0.85, realised half-width 15.6 MHz, chi2_red 0.813",DIAGNOSTIC
gamma_coll,4192_90C_m1.0,0.13007,0.07749,"mult 1.0, realised half-width 18.3 MHz, chi2_red 0.827",DIAGNOSTIC
gamma_coll,4192_90C_m1.15,0.11678,0.07073,"mult 1.15, realised half-width 21.1 MHz, chi2_red 0.834",DIAGNOSTIC
gamma_coll,4192_90C_m1.3,0.10377,0.06612,"mult 1.3, realised half-width 23.8 MHz, chi2_red 0.837",DIAGNOSTIC
gamma_drift_sigma,4192_90C,-0.22,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4207_110C_m0.5,0.07370,0.17275,"mult 0.5, realised half-width 9.2 MHz, chi2_red 0.895",DIAGNOSTIC
gamma_coll,4207_110C_m0.7,0.11785,0.10740,"mult 0.7, realised half-width 12.9 MHz, chi2_red 0.873",DIAGNOSTIC
gamma_coll,4207_110C_m0.85,0.10222,0.08860,"mult 0.85, realised half-width 15.7 MHz, chi2_red 0.859",DIAGNOSTIC
gamma_coll,4207_110C_m1.0,0.11831,0.07765,"mult 1.0, realised half-width 18.5 MHz, chi2_red 0.850",DIAGNOSTIC
gamma_coll,4207_110C_m1.15,0.11371,0.07098,"mult 1.15, realised half-width 21.3 MHz, chi2_red 0.851",DIAGNOSTIC
gamma_coll,4207_110C_m1.3,0.11251,0.06641,"mult 1.3, realised half-width 24.0 MHz, chi2_red 0.848",DIAGNOSTIC
gamma_drift_sigma,4207_110C,+0.09,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4207_70C_m0.5,0.00000,0.48134,"mult 0.5, realised half-width 8.9 MHz, BELOW THE COMMITTED MIN FLOOR BY DESIGN (wing-clipping diagnostic), chi2_red 0.913",DIAGNOSTIC
gamma_coll,4207_70C_m0.7,0.00000,0.31878,"mult 0.7, realised half-width 12.5 MHz, chi2_red 0.928",DIAGNOSTIC
gamma_coll,4207_70C_m0.85,0.00000,0.26900,"mult 0.85, realised half-width 15.2 MHz, chi2_red 0.934",DIAGNOSTIC
gamma_coll,4207_70C_m1.0,0.00000,0.24067,"mult 1.0, realised half-width 17.8 MHz, chi2_red 0.934",DIAGNOSTIC
gamma_coll,4207_70C_m1.15,0.00000,0.22228,"mult 1.15, realised half-width 20.5 MHz, chi2_red 0.948",DIAGNOSTIC
gamma_coll,4207_70C_m1.3,0.00000,0.20977,"mult 1.3, realised half-width 23.2 MHz, chi2_red 0.943",DIAGNOSTIC
gamma_drift_sigma,4207_70C,-0.00,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
gamma_coll,4207_90C_m0.5,0.00000,0.11397,"mult 0.5, realised half-width 8.5 MHz, BELOW THE COMMITTED MIN FLOOR BY DESIGN (wing-clipping diagnostic), chi2_red 0.957",DIAGNOSTIC
gamma_coll,4207_90C_m0.7,0.00000,0.08855,"mult 0.7, realised half-width 11.9 MHz, chi2_red 0.951",DIAGNOSTIC
gamma_coll,4207_90C_m0.85,0.00000,0.08082,"mult 0.85, realised half-width 14.5 MHz, chi2_red 0.944",DIAGNOSTIC
gamma_coll,4207_90C_m1.0,0.00000,0.07509,"mult 1.0, realised half-width 17.0 MHz, chi2_red 0.926",DIAGNOSTIC
gamma_coll,4207_90C_m1.15,0.00000,0.14961,"mult 1.15, realised half-width 19.6 MHz, chi2_red 0.928",DIAGNOSTIC
gamma_coll,4207_90C_m1.3,0.00000,0.07115,"mult 1.3, realised half-width 22.1 MHz, chi2_red 0.924",DIAGNOSTIC
gamma_drift_sigma,4207_90C,-0.00,,"(gamma at mult 1.3) minus (at 0.85), in combined sigma, over the wing-safe range only",DIAGNOSTIC
n_conditions,summary,32,,canonical RF-off conditions with >=3 usable traces,DIAGNOSTIC
n_drift_negative,summary,19,,"conditions whose wing-safe drift is negative, of n_conditions",DIAGNOSTIC
sign_test_p,summary,3.771e-01,,"two-sided binomial tail at n_drift_negative of n_conditions. Nested windows correlate the per-condition drifts upward, so this p treats signs as exchangeable and is quoted as the sign count's own tail, not as an independence-assuming test",DIAGNOSTIC
wing_safe_mults,definition,0.85-1.3,,the multiplier range whose windows keep the Lorentzian wings (0.85 x 3.5 = 3.0 FWHM per side). Every row naming wing-safe means this range and nothing else,DIAGNOSTIC
chi2_red_median,m0.5,0.8806,,median reduced chi-square across conditions at this window,DIAGNOSTIC
chi2_red_median,m0.7,0.8699,,median reduced chi-square across conditions at this window,DIAGNOSTIC
chi2_red_median,m0.85,0.8631,,median reduced chi-square across conditions at this window,DIAGNOSTIC
chi2_red_median,m1.0,0.8669,,median reduced chi-square across conditions at this window,DIAGNOSTIC
chi2_red_median,m1.15,0.8687,,median reduced chi-square across conditions at this window,DIAGNOSTIC
chi2_red_median,m1.3,0.8659,,median reduced chi-square across conditions at this window,DIAGNOSTIC
gamma_drift_sigma_mean,summary,-0.019,0.049,"mean wing-safe drift across conditions. A real tail defect biases every condition the SAME way, so the mean is the test and the scatter is not",DIAGNOSTIC
gamma_drift_sigma_scatter,summary,0.275,,condition-to-condition spread of the drift,DIAGNOSTIC
frac_conditions_over_2sigma,summary,0.000,,fraction drifting more than 2 sigma. Expect about 0.05 if the window is innocent and the errors are honest,DIAGNOSTIC
gamma_density_slope,m0.5,0.00223,0.01214,"MHz per 1e12 cm^-3, temperature session, this window. INDICATIVE of beta_self, not its committed shared-slope construction. Consistent with zero at every window",DIAGNOSTIC
gamma_density_slope,m0.7,0.00700,0.00825,"MHz per 1e12 cm^-3, temperature session, this window. INDICATIVE of beta_self, not its committed shared-slope construction. Consistent with zero at every window",DIAGNOSTIC
gamma_density_slope,m0.85,0.00498,0.00693,"MHz per 1e12 cm^-3, temperature session, this window. INDICATIVE of beta_self, not its committed shared-slope construction. Consistent with zero at every window",DIAGNOSTIC
gamma_density_slope,m1.0,0.00583,0.00619,"MHz per 1e12 cm^-3, temperature session, this window. INDICATIVE of beta_self, not its committed shared-slope construction. Consistent with zero at every window",DIAGNOSTIC
gamma_density_slope,m1.15,0.00425,0.00603,"MHz per 1e12 cm^-3, temperature session, this window. INDICATIVE of beta_self, not its committed shared-slope construction. Consistent with zero at every window",DIAGNOSTIC
gamma_density_slope,m1.3,0.00654,0.00542,"MHz per 1e12 cm^-3, temperature session, this window. INDICATIVE of beta_self, not its committed shared-slope construction. Consistent with zero at every window",DIAGNOSTIC
