quantity,key,value,err,unit,note,status
window_ratio_k2,4154_T110_P225,0.21030,0.00099,,"k2(3.25) over k2(12) per trace, the mean over 4 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1849, 64 um +0.1961, 85 um +0.1972. pulls 42 um +25.8, 64 um +14.4, 85 um +13.2",DIAGNOSTIC
window_ratio_k2,4192_T70_P225,,,,"fewer than two traces admitted at both windows (1), so no scatter and no cell",DIAGNOSTIC
window_ratio_k2,4192_T90_P225,0.2102,0.0036,,"k2(3.25) over k2(12) per trace, the mean over 2 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1857, 64 um +0.1964, 85 um +0.1976. pulls 42 um +6.8, 64 um +3.9, 85 um +3.5",DIAGNOSTIC
window_ratio_k2,4192_T110_P225,0.20287,0.00043,,"k2(3.25) over k2(12) per trace, the mean over 5 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1844, 64 um +0.1952, 85 um +0.1963. pulls 42 um +43.0, 64 um +18.0, 85 um +15.2",DIAGNOSTIC
window_ratio_k2,4207_T70_P225,0.1890,0.0019,,"k2(3.25) over k2(12) per trace, the mean over 3 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1889, 64 um +0.1989, 85 um +0.1997. pulls 42 um +0.0, 64 um -5.1, 85 um -5.5",DIAGNOSTIC
window_ratio_k2,4207_T90_P225,,,,"fewer than two traces admitted at both windows (1), so no scatter and no cell",DIAGNOSTIC
window_ratio_k2,4207_T110_P225,0.2024,0.0012,,"k2(3.25) over k2(12) per trace, the mean over 4 traces with the block scatter. the wing's weight against the core, a kernel-form probe. model at this condition's committed widths: 42 um +0.1853, 64 um +0.1960, 85 um +0.1973. pulls 42 um +14.3, 64 um +5.3, 85 um +4.2",DIAGNOSTIC
window_ratio_k2,pooled_power_arm,0.19849,0.00016,,"inverse-variance pool over the power arm (16 conditions, the 130 C corner at 225 mW in both arms), chi2 147.5 for 15 dof",DIAGNOSTIC
window_ratio_k2,pooled_temperature_arm,0.20037,0.00018,,"inverse-variance pool over the temperature arm (11 conditions, the 130 C corner at 225 mW in both arms), chi2 466.8 for 10 dof",DIAGNOSTIC
isotope_contrast_k2,T130_P25,0.146,0.090,MHz^2,"mean k2(6 MHz) of 85Rb (4154, 4192) minus 87Rb (4121, 4207) at 130 C, 25 mW. every shared term cancels and the transit's mass ratio remains: the lighter 85Rb is faster, so a transit predicts a POSITIVE contrast. model at the four-peak pooled committed widths (gamma_coll 0.6942, sigma_laser 1.8569 MHz) with only the transit's isotope changed: 42 um +0.0169, 64 um +0.0098, 85 um +0.0061. pulls 42 um +1.4, 64 um +1.5, 85 um +1.6",DIAGNOSTIC
F_contrast_k2_87Rb,T130_P25,-0.54,0.15,MHz^2,"k2(6 MHz) of 4207 minus 4121 at 130 C, 25 mW: the higher F minus the lower within 87Rb. the pumping companion differs by the branching, the higher-branching lower-F line the wider, so the model's contrast is negative and grows as P^2. model at the pair's pooled committed widths: 42 um -0.0004, 64 um -0.0001, 85 um -0.0000. pulls 42 um -3.7, 64 um -3.7, 85 um -3.7",DIAGNOSTIC
F_contrast_k2_85Rb,T130_P25,-0.12,0.10,MHz^2,"k2(6 MHz) of 4192 minus 4154 at 130 C, 25 mW: the higher F minus the lower within 85Rb. the pumping companion differs by the branching, the higher-branching lower-F line the wider, so the model's contrast is negative and grows as P^2. model at the pair's pooled committed widths: 42 um -0.0003, 64 um -0.0001, 85 um -0.0000. pulls 42 um -1.2, 64 um -1.2, 85 um -1.2",DIAGNOSTIC
isotope_contrast_k2,T130_P75,-0.062,0.039,MHz^2,"mean k2(6 MHz) of 85Rb (4154, 4192) minus 87Rb (4121, 4207) at 130 C, 75 mW. every shared term cancels and the transit's mass ratio remains: the lighter 85Rb is faster, so a transit predicts a POSITIVE contrast. model at the four-peak pooled committed widths (gamma_coll 0.5597, sigma_laser 1.8340 MHz) with only the transit's isotope changed: 42 um +0.0172, 64 um +0.0100, 85 um +0.0063. pulls 42 um -2.1, 64 um -1.9, 85 um -1.8",DIAGNOSTIC
F_contrast_k2_87Rb,T130_P75,-0.041,0.053,MHz^2,"k2(6 MHz) of 4207 minus 4121 at 130 C, 75 mW: the higher F minus the lower within 87Rb. the pumping companion differs by the branching, the higher-branching lower-F line the wider, so the model's contrast is negative and grows as P^2. model at the pair's pooled committed widths: 42 um -0.0036, 64 um -0.0008, 85 um -0.0003. pulls 42 um -0.7, 64 um -0.8, 85 um -0.8",DIAGNOSTIC
F_contrast_k2_85Rb,T130_P75,0.116,0.056,MHz^2,"k2(6 MHz) of 4192 minus 4154 at 130 C, 75 mW: the higher F minus the lower within 85Rb. the pumping companion differs by the branching, the higher-branching lower-F line the wider, so the model's contrast is negative and grows as P^2. model at the pair's pooled committed widths: 42 um -0.0024, 64 um -0.0005, 85 um -0.0002. pulls 42 um +2.1, 64 um +2.1, 85 um +2.1",DIAGNOSTIC
isotope_contrast_k2,T130_P125,-0.013,0.022,MHz^2,"mean k2(6 MHz) of 85Rb (4154, 4192) minus 87Rb (4121, 4207) at 130 C, 125 mW. every shared term cancels and the transit's mass ratio remains: the lighter 85Rb is faster, so a transit predicts a POSITIVE contrast. model at the four-peak pooled committed widths (gamma_coll 0.5581, sigma_laser 1.8582 MHz) with only the transit's isotope changed: 42 um +0.0170, 64 um +0.0100, 85 um +0.0063. pulls 42 um -1.4, 64 um -1.1, 85 um -0.9",DIAGNOSTIC
F_contrast_k2_87Rb,T130_P125,0.021,0.039,MHz^2,"k2(6 MHz) of 4207 minus 4121 at 130 C, 125 mW: the higher F minus the lower within 87Rb. the pumping companion differs by the branching, the higher-branching lower-F line the wider, so the model's contrast is negative and grows as P^2. model at the pair's pooled committed widths: 42 um -0.0100, 64 um -0.0022, 85 um -0.0007. pulls 42 um +0.8, 64 um +0.6, 85 um +0.6",DIAGNOSTIC
F_contrast_k2_85Rb,T130_P125,-0.062,0.020,MHz^2,"k2(6 MHz) of 4192 minus 4154 at 130 C, 125 mW: the higher F minus the lower within 85Rb. the pumping companion differs by the branching, the higher-branching lower-F line the wider, so the model's contrast is negative and grows as P^2. model at the pair's pooled committed widths: 42 um -0.0066, 64 um -0.0014, 85 um -0.0005. pulls 42 um -2.8, 64 um -3.0, 85 um -3.1",DIAGNOSTIC
isotope_contrast_k2,T130_P175,-0.033,0.016,MHz^2,"mean k2(6 MHz) of 85Rb (4154, 4192) minus 87Rb (4121, 4207) at 130 C, 175 mW. every shared term cancels and the transit's mass ratio remains: the lighter 85Rb is faster, so a transit predicts a POSITIVE contrast. model at the four-peak pooled committed widths (gamma_coll 0.5647, sigma_laser 1.7528 MHz) with only the transit's isotope changed: 42 um +0.0168, 64 um +0.0100, 85 um +0.0063. pulls 42 um -3.1, 64 um -2.7, 85 um -2.5",DIAGNOSTIC
F_contrast_k2_87Rb,T130_P175,0.055,0.020,MHz^2,"k2(6 MHz) of 4207 minus 4121 at 130 C, 175 mW: the higher F minus the lower within 87Rb. the pumping companion differs by the branching, the higher-branching lower-F line the wider, so the model's contrast is negative and grows as P^2. model at the pair's pooled committed widths: 42 um -0.0190, 64 um -0.0042, 85 um -0.0014. pulls 42 um +3.8, 64 um +3.0, 85 um +2.9",DIAGNOSTIC
F_contrast_k2_85Rb,T130_P175,-0.022,0.026,MHz^2,"k2(6 MHz) of 4192 minus 4154 at 130 C, 175 mW: the higher F minus the lower within 85Rb. the pumping companion differs by the branching, the higher-branching lower-F line the wider, so the model's contrast is negative and grows as P^2. model at the pair's pooled committed widths: 42 um -0.0126, 64 um -0.0028, 85 um -0.0010. pulls 42 um -0.4, 64 um -0.8, 85 um -0.8",DIAGNOSTIC
isotope_contrast_k2,T130_P225,0.025,0.011,MHz^2,"mean k2(6 MHz) of 85Rb (4154, 4192) minus 87Rb (4121, 4207) at 130 C, 225 mW. every shared term cancels and the transit's mass ratio remains: the lighter 85Rb is faster, so a transit predicts a POSITIVE contrast. model at the four-peak pooled committed widths (gamma_coll 0.5904, sigma_laser 1.5795 MHz) with only the transit's isotope changed: 42 um +0.0166, 64 um +0.0100, 85 um +0.0063. pulls 42 um +0.8, 64 um +1.4, 85 um +1.7",DIAGNOSTIC
F_contrast_k2_87Rb,T130_P225,-0.047,0.018,MHz^2,"k2(6 MHz) of 4207 minus 4121 at 130 C, 225 mW: the higher F minus the lower within 87Rb. the pumping companion differs by the branching, the higher-branching lower-F line the wider, so the model's contrast is negative and grows as P^2. model at the pair's pooled committed widths: 42 um -0.0300, 64 um -0.0069, 85 um -0.0024. pulls 42 um -1.0, 64 um -2.3, 85 um -2.5",DIAGNOSTIC
F_contrast_k2_85Rb,T130_P225,-0.005,0.014,MHz^2,"k2(6 MHz) of 4192 minus 4154 at 130 C, 225 mW: the higher F minus the lower within 85Rb. the pumping companion differs by the branching, the higher-branching lower-F line the wider, so the model's contrast is negative and grows as P^2. model at the pair's pooled committed widths: 42 um -0.0201, 64 um -0.0047, 85 um -0.0016. pulls 42 um +1.1, 64 um -0.0, 85 um -0.3",DIAGNOSTIC
isotope_contrast_k2,T70_P225,-0.179,0.078,MHz^2,"mean k2(6 MHz) of 85Rb (4154, 4192) minus 87Rb (4121, 4207) at 70 C, 225 mW. every shared term cancels and the transit's mass ratio remains: the lighter 85Rb is faster, so a transit predicts a POSITIVE contrast. model at the four-peak pooled committed widths (gamma_coll 0.4028, sigma_laser 1.5375 MHz) with only the transit's isotope changed: 42 um +0.0158, 64 um +0.0092, 85 um +0.0057. pulls 42 um -2.5, 64 um -2.4, 85 um -2.4",DIAGNOSTIC
F_contrast_k2_87Rb,T70_P225,-0.07,0.14,MHz^2,"k2(6 MHz) of 4207 minus 4121 at 70 C, 225 mW: the higher F minus the lower within 87Rb. the pumping companion differs by the branching, the higher-branching lower-F line the wider, so the model's contrast is negative and grows as P^2. model at the pair's pooled committed widths: 42 um -0.0315, 64 um -0.0071, 85 um -0.0024. pulls 42 um -0.3, 64 um -0.4, 85 um -0.5",DIAGNOSTIC
F_contrast_k2_85Rb,T70_P225,0.230,0.059,MHz^2,"k2(6 MHz) of 4192 minus 4154 at 70 C, 225 mW: the higher F minus the lower within 85Rb. the pumping companion differs by the branching, the higher-branching lower-F line the wider, so the model's contrast is negative and grows as P^2. model at the pair's pooled committed widths: 42 um -0.0218, 64 um -0.0050, 85 um -0.0017. pulls 42 um +4.3, 64 um +4.0, 85 um +3.9",DIAGNOSTIC
isotope_contrast_k2,T90_P225,0.075,0.030,MHz^2,"mean k2(6 MHz) of 85Rb (4154, 4192) minus 87Rb (4121, 4207) at 90 C, 225 mW. every shared term cancels and the transit's mass ratio remains: the lighter 85Rb is faster, so a transit predicts a POSITIVE contrast. model at the four-peak pooled committed widths (gamma_coll 0.4014, sigma_laser 1.7118 MHz) with only the transit's isotope changed: 42 um +0.0162, 64 um +0.0095, 85 um +0.0059. pulls 42 um +2.0, 64 um +2.2, 85 um +2.3",DIAGNOSTIC
F_contrast_k2_87Rb,T90_P225,-0.118,0.050,MHz^2,"k2(6 MHz) of 4207 minus 4121 at 90 C, 225 mW: the higher F minus the lower within 87Rb. the pumping companion differs by the branching, the higher-branching lower-F line the wider, so the model's contrast is negative and grows as P^2. model at the pair's pooled committed widths: 42 um -0.0321, 64 um -0.0073, 85 um -0.0025. pulls 42 um -1.7, 64 um -2.2, 85 um -2.3",DIAGNOSTIC
F_contrast_k2_85Rb,T90_P225,-0.006,0.032,MHz^2,"k2(6 MHz) of 4192 minus 4154 at 90 C, 225 mW: the higher F minus the lower within 85Rb. the pumping companion differs by the branching, the higher-branching lower-F line the wider, so the model's contrast is negative and grows as P^2. model at the pair's pooled committed widths: 42 um -0.0209, 64 um -0.0048, 85 um -0.0016. pulls 42 um +0.5, 64 um -0.0, 85 um -0.1",DIAGNOSTIC
isotope_contrast_k2,T110_P225,-0.051,0.018,MHz^2,"mean k2(6 MHz) of 85Rb (4154, 4192) minus 87Rb (4121, 4207) at 110 C, 225 mW. every shared term cancels and the transit's mass ratio remains: the lighter 85Rb is faster, so a transit predicts a POSITIVE contrast. model at the four-peak pooled committed widths (gamma_coll 0.4520, sigma_laser 1.6158 MHz) with only the transit's isotope changed: 42 um +0.0166, 64 um +0.0099, 85 um +0.0062. pulls 42 um -3.8, 64 um -3.4, 85 um -3.2",DIAGNOSTIC
F_contrast_k2_87Rb,T110_P225,0.075,0.026,MHz^2,"k2(6 MHz) of 4207 minus 4121 at 110 C, 225 mW: the higher F minus the lower within 87Rb. the pumping companion differs by the branching, the higher-branching lower-F line the wider, so the model's contrast is negative and grows as P^2. model at the pair's pooled committed widths: 42 um -0.0311, 64 um -0.0071, 85 um -0.0024. pulls 42 um +4.1, 64 um +3.2, 85 um +3.0",DIAGNOSTIC
F_contrast_k2_85Rb,T110_P225,0.110,0.025,MHz^2,"k2(6 MHz) of 4192 minus 4154 at 110 C, 225 mW: the higher F minus the lower within 85Rb. the pumping companion differs by the branching, the higher-branching lower-F line the wider, so the model's contrast is negative and grows as P^2. model at the pair's pooled committed widths: 42 um -0.0207, 64 um -0.0048, 85 um -0.0016. pulls 42 um +5.3, 64 um +4.7, 85 um +4.5",DIAGNOSTIC
isotope_contrast_k2,pooled_power_arm,0.0016,0.0082,MHz^2,"inverse-variance pool over the power arm (5 conditions), chi2 15.0 for 4 dof. a transit predicts a positive value",DIAGNOSTIC
isotope_contrast_k2,pooled_temperature_arm,0.0078,0.0090,MHz^2,"inverse-variance pool over the temperature arm (4 conditions), chi2 24.1 for 3 dof. a transit predicts a positive value",DIAGNOSTIC
F_contrast_k2_87Rb,pooled,0.003,0.011,MHz^2,"inverse-variance pool over 8 conditions, chi2 43.4 for 7 dof. the model's pumping contrast is negative",DIAGNOSTIC
F_contrast_k2_85Rb,pooled,0.0042,0.0089,MHz^2,"inverse-variance pool over 8 conditions, chi2 51.1 for 7 dof. the model's pumping contrast is negative",DIAGNOSTIC
isotope_law,transit,0.01169,,,"the 85Rb transit over the 87Rb transit minus one, the root of the mass ratio",DIAGNOSTIC
